žonglování,míčky;6603;Žonglování - jeden míček mezi dvěma;Jeden míček mezi dvěma;micky-3-jeden-mezi-dvema.mp4;Jeden míček mezi dvěma.;1234;http://zonglovani.info/micky/3/1mezi2.html;Jeden míček mezi dvěma;http://juggling.tv/download/encoded/6603/jeden-mek-mezi-dvma.mp4;http://juggling.tv/download/original/6603/jeden-mek-mezi-dvma.mp4;b551b68e911eebe35233;2YtXaHj1IsM
žonglování,míčky;6604;Žonglování - jeden míček nad dvěma;Jeden míček nad dvěma;micky-3-jeden-nad-dvema.mp4;Jeden míček nad dvěma.;1234;http://zonglovani.info/micky/3/1nad2.html;Jeden míček nad dvěma;http://juggling.tv/download/encoded/6604/jeden-mek-nad-dvma.mp4;http://juggling.tv/download/original/6604/jeden-mek-nad-dvma.mp4;6b334a53145e78701fa8;zUQQFfz-iZ0
žonglování,míčky;6605;Žonglování - míček okolo dvou;Míček okolo dvou;micky-3-jeden-okolo-dvou.mp4;Míček okolo dvou.;1234;http://zonglovani.info/micky/3/1okolo2.html;Míček okolo dvou;http://juggling.tv/download/encoded/6605/mek-okolo-dvou.mp4;http://juggling.tv/download/original/6605/mek-okolo-dvou.mp4;f1ed3dbb2959607f4b78;QqKQuFc72GE
žonglování,míčky;6606;Žonglování - jeden míček okolo dvou;Jeden míček okolo dvou;micky-3-jeden-okolo-dvou2.mp4;Jeden míček okolo dvou.;1234;http://zonglovani.info/micky/3/1okolo2.html;Jeden míček okolo dvou;http://juggling.tv/download/encoded/6606/jeden-mek-okolo-dvou.mp4;http://juggling.tv/download/original/6606/jeden-mek-okolo-dvou.mp4;c38ba0f89bb63abc8797;sX3AE_09ThE
žonglování,míčky,kickup;6607;Žonglování - kickup – míček;Kickup – míček;micky-3-kick-up.mp4;Zvednutí míčku nohou.;1234;http://zonglovani.info/micky/kick-up.html;Kickup – míček;http://juggling.tv/download/encoded/6607/kickup-mek.mp4;http://juggling.tv/download/original/6607/kickup-mek.mp4;eb8175ab518429c8589a;g8-Njyq-e88
žonglování,míčky,krabice;6608;Žonglování - krabice;Krabice;micky-3-krabice.mp4;Krabice se třemi míčky.;1234;http://zonglovani.info/micky/3/seesaw.html;Krabice;http://juggling.tv/download/encoded/6608/krabice.mp4;http://juggling.tv/download/original/6608/krabice.mp4;8a3babe331569d3eac6b;omez8PlKSeo
žonglování,míčky,obloučky;6609;Žonglování - obloučky;Obloučky;micky-3-obloucky.mp4;Obloučky se třemi míčky.;1234;http://zonglovani.info/micky/3/oblouky.html;Obloučky;http://juggling.tv/download/encoded/6609/oblouky.mp4;http://juggling.tv/download/original/6609/oblouky.mp4;f5e3c735a972cf0eb845;J5bOTagirsU
žonglování,míčky,orangutan;6611;Žonglování - orangutan;Orangutan;micky-3-orangutan.mp4;Odkládání míčků do podpaží.;1234;http://zonglovani.info/micky/3/orangutan.html;Orangutan;http://juggling.tv/download/encoded/6611/orangutan.mp4;http://juggling.tv/download/original/6611/orangutan.mp4;7269b7254e744b5e22da;rl-suJSXO_8
žonglování,míčky,osmička;6612;Žonglování - osmička;Osmička;micky-3-osmicka.mp4;Osmička s míčkem.;1234;http://zonglovani.info/micky/3/osmicka.html;Osmička;http://juggling.tv/download/encoded/6612/osmika.mp4;http://juggling.tv/download/original/6612/osmika.mp4;361ea729bb4147eb3c1d;U2Gip1Rt9Uw
žonglování,míčky,sprcha;6613;Žonglování - poloviční sprcha;Poloviční sprcha;micky-3-polovicni-sprcha.mp4;Poloviční sprcha s míčky.;1234;http://zonglovani.info/micky/3/sprcha-polovicni.html;Poloviční sprcha;http://juggling.tv/download/encoded/6613/polovin-sprcha.mp4;http://juggling.tv/download/original/6613/polovin-sprcha.mp4;a67639b870efe6ca3613;grQwk0nqrsM
